"","Outcome","Species","Stock.or.Area","Year","Month","Day","Interaction.Type","County.Locale","STATE","Initial.Injury.Assessment","Comments","Final.Injury.Assessment","SI.Criteria.Supporting.Assessment","MSI.Value","COUNT.AGAINST.LOF","COUNT.AGAINST.PBR"
"494","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,7,24,"OPEN ACCESS FIXED GEAR HOOK AND LINE","OFFSHORE","CA","SI (PRORATE)","DURING RETRIEVAL OF UNBAITED 15-HOOK LINE, A LARGE HUMPBACK WHALE EITHER PURPOSELY MOUTHED GEAR OR INADVERTENTLY TANGLED IN GEAR. LINE PAID OUT, THEN SEVERED BY SKIPPER AS WHALE SWAM BENEATH VESSEL. POSITIVE VISUAL IDENTIFICATION OF WHALE BUT NO VISUAL CONFIRMATION OF TRAILING OR NOT TRAILING GEAR.  GEAR CONFIGURATION AND AMOUNT UNKNOWN. OBSERVER PROGRAM.","SI (PRORATE)","L10",0.75,"Y","Y"
"495","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,8,28,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","SI","ENTANGLED WHALE WITH MULTIPLE TIGHT WRAPS OF LINE AROUND LEFT FLUKE BLADE AND CAUDAL PEDUNCLE. CONSTRICTING ENTANGLEMENT. SMALL MASS OF KELP ALSO ENTANGLED IN ROPE. TRAILING 75 - 100 FT OF LINE WITH ASSOCIATED BUOY. VIDEO OF WHALE SHOWS IT IS NOT USING ITS FLUKES TO MOVE AND IS ACCOMPANIED BY A SECOND WHALE FOR CONTRAST. LIMITED MOBILITY OF FLUKES.","SI","L2",1,"N","Y"
"496","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,9,6,"HOOK AND LINE FISHERY","SAN LUIS OBISPO","CA","SI (PRORATE)","THE ENTANGLING MATERIAL WAS REPORTED AS MONOFILAMENT LINE, ATTACHED TO THE FLUKES. THE SOURCE OF THE ENTANGLEMENT IS CALIFORNIA RECREATIONAL HOOK AND LINE, DETERMINED BY REVIEW OF VIDEO BY NMFS TEAM (VIDEO PROVIDED BY RECREATIONAL FISHERMEN).  AMOUNT AND CONFIGURATION OF GEAR LEFT ON ANIMAL UNKNOWN. ","SI (PRORATE)","L10",0.75,"N","Y"
"497","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,10,17,"CA LOBSTER TRAP / POT  ENTANGLEMENT","SAN DIEGO","CA","SI","ROPE AND BUOYS ATTACHED TO THE TAIL STOCK. MULTIPLE WRAPS, 6 OR 7 WRAPS AROUND PEDUNCLE.THE SOURCE OF THE ENTANGLEMENT IS CALIFORNIA COMMERCIAL LOBSTER, DETERMINED BY THE BUOY MARKINGS. GEAR WAS SET NEAR CORTEZ BANK WHERE THE ENTANGLEMENT WAS REPORTED. UNAUTHORIZED ENTANGLEMENT RESPONSE WAS INITIATED BY A MEMBER OF THE PUBLIC. THE ENTANGLEMENT WAS REMOVED ACCORDING TO THE REPORTING PARTY. WHALE SWIMMING WITH PECTORAL FLIPPERS, WHALE APPEARS EMACIATED, DISCOLORED SKIN (THIS IS NOT APPARENT FROM PHOTOS, BUT INCLUDED IN NARRATIVE). DESPITE DISENTANGLEMENT EFFORT AND UNCERTAINTY ABOUT REMAINING GEAR, CASE IS CATEGORIZED AS A SERIOUS INJURY, DUE TO EVIDENCE OF A HEALTH DECLINE.  PHOTOS OF RESPONDER IN WATER, NEXT TO FLUKES OF WHALE AND BETWEEN BUOY AND LARGE MASS OF KELP IMPLIES THAT WHALE WAS ANCHORED / IMMOBILIZED IN SOME WAY. THE BUOY IS SEEN ON TOP OF A LARGE MASS OF KELP, IMPLYING THAT LINE IS LIKELY ANCHORED TO THIS KELP.
","SI","L2",1,"Y","Y"
"498","DEAD","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,10,23,"UNIDENTIFIED FISHERY INTERACTION","HUMBOLDT","CA","DEAD","THE ANIMAL APPEARED TO BE IN GOOD BODY CONDITION, BLUBBER DEPTH 12 CM LATERALLY AT THE AXILLA AND LATERAL TO THE GENITAL REGION. RIGHT AND LEFT PECTORALS LACERATED/SHEARED OFF WITH IMPRESSIONS AND INDENTATION FROM LINE THROUGHOUT THE BODY AND ON PEDUNCLE AND FLUKES. SUSPECTED HI ENTANGLEMENT. THE RIGHT SIDE WAS EXPOSED WITH THE LEFT SIDE NOT EXPOSED. SEVERAL PARTIALLY HEALED WRAP SCARS ON THE CAUDAL PEDUNCLE AND IMPRESSIONS/INDENTATIONS ON THROAT PLEATS. ABRASIONS AND IMPRESSIONS THROUGHOUT THE BODY ON EXPOSED SURFACES.","DEAD","NA",1,"N","Y"
"499","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,11,3,"GILLNET FISHERY","LOS ANGELES","CA","SI","MULTIPLE WRAPS OF CONSTRICTING ROPE AROUND PEDUNCLE, WITH AN ASSOCIATED BALL OF NETTING. ROPE CUT DEEPLY INTO LEADING EDGE OF RIGHT FLUKE BLADE. EVIDENCE THAT WHALE WAS SWIMMING ABNORMALLY, AS IT WAS ONLY USING LEFT FLUKE TO SUBMERGE. DESCRIBED AS HAVING 5 TO 12 FEET OF TRAILING GEAR. PHOTOS CONFIRM OBSERVATIONS.","SI","L2",1,"N","Y"
"500","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,11,19,"DUNGENESS CRAB POT FISHERY (OREGON)","OFFSHORE","OR","SI (PRORATE)","WHALE INITIALLY FOUND TRAILING TWO SETS OF GEAR, INCLUDING ROPE AND BUOYS, FROM MOUTH, WITH 130 FEET OF TRAILING GEAR. FISHERY CONFIRMED FROM RECOVERED TAGS, PHOTO SHOWS TAGS FROM TWO INDIVIDUAL VESSELS. PARTIAL DISENTANGLEMENT EFFORT, BUT 30 FEET OF GEAR REMAINED TRAILING FROM WHALE'S MOUTH. PHOTO SHOWS SINGLE LINE WRAPPED OVER TOP OF WHALE, FORWARD OF DORSAL HUMP. FINAL GEAR CONFIGURATION AND AMOUNT UNKNOWN. PHOTOS SHOW A WHALE IN GOOD HEALTH, THOUGH RESPONDERS NOTED THE BEGINNINGS OF A PARASITE LOAD.","SI (PRORATE)","L10",0.75,"Y","Y"
"501","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,12,3,"UNIDENTIFIED FISHERY INTERACTION","SAN JUAN","WA","SI (PRORATE)","WHALE TRAILING ORANGE BUOY 150 FT (MAX) BEHIND WHALE FLUKES FREE, COULD BE PECTORAL WRAP OR MOUTH; GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"502","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,12,7,"DUNGENESS CRAB POT FISHERY (WASHINGTON)","PUERTO VALLARTA","MEXICO","SI (PRORATE)","WHALE ENTANGLED OFF PUERTO VALLARTA, MEXICO. THE ENTANGLING MATERIAL WAS REPORTED AS ROPE AND BUOYS, ATTACHMENT POINT UNKNOWN. THE SOURCE OF THE ENTANGLEMENT IS A FISHERY, SPECIFICALLY THE WASHINGTON COMMERCIAL DUNGENESS CRAB SET OFF COASTAL WASHINGTON, AS DETERMINED BY BUOY TAG NUMBER. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. NARRATIVE NOTES SOME CYAMID GROWTH AND SKIN DISCOLORATION.","SI (PRORATE)","L10",0.75,"Y","Y"
"503","UNKNOWN","HUMPBACK WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,12,12,"CA SWORDFISH DRIFT GILLNET FISHERY","OFFSHORE","CA","SI (PRORATE)","WHALE ENTANGLED IN NETTING AROUND HEAD NEAR LEADLINE, BUT WHALE'S HEAD WAS AT OR ABOVE SURFACE FOR DURATION OF OBSERVATION. CREW BEGAN DISENTANGLEMENT RESCUE ATTEMPT WHICH INITIALLY CAUSED NETTING TO ENTANGLE FLUKES ALSO. WHALE WAS EVENTUALLY CUT FREE OF ALL NETTING (= GEAR FREE). CREW AND OBSERVER WATCHED WHALE SWIM AWAY FREELY.","NSI","L10",0,"Y","N"
"504","UNKNOWN","MINKE WHALE","CALIFORNIA - OREGON - WASHINGTON",2010,4,17,"GILLNET FISHERY","MONTEREY","CA","SI (PRORATE)","ROPE AND NETTING AROUND HEAD AREA","SI (PRORATE)","L10",0.75,"Y","Y"
"505","UNKNOWN","MINKE WHALE","CALIFORNIA - OREGON - WASHINGTON",2011,12,18,"CA SWORDFISH DRIFT GILLNET FISHERY","SAN DIEGO","CA","NSI","ANIMAL DISENTANGLED AND RELEASED WITHOUT GEAR. RESCUE.","NSI","L3",0,"N","N"
"506","DEAD","MINKE WHALE","CALIFORNIA - OREGON - WASHINGTON",2014,6,6,"MARINE DEBRIS","MENDOCINO","CA","SI","ANIMAL REPORTED LIVE ON BEACH ROCKS WITH BLOOD COMING FROM DIFFERENT PARTS OF THE BODY. THE ANIMAL HAD BRUISING IN THE THORACIC AREA WHERE THERE WAS EVIDENCE OF HUMAN INTERACTION, THOUGHT TO BE A METAL CABLE OF SOME KIND, THAT FRACTURED THE VERTEBRA IN THAT AREA. USED CRITERIA L5A DUE TO EVIDENCE OF BLOOD COMING FROM BODY.","DEAD","NA",1,"N","Y"
"507","DEAD","MINKE WHALE","CALIFORNIA - OREGON - WASHINGTON",2017,5,28,"SHOOTING","PACIFIC","WA","DEAD","TREMENDOUS HEMORRHAGE ASSOCIATED WITH BEING SHOT THROUGH LEFT SKULL; EXTENSIVE HEMORRHAGE ON LEFT DORSAL THORAX AND LEFT FLIPPER; RIGHT SIDE OF WHALE COULD NOT BE EXAMINED (HEAVY EQUIPMENT REQUIRED)","DEAD","NA",1,"N","Y"
"508","UNKNOWN","MINKE WHALE","CALIFORNIA - OREGON - WASHINGTON",2019,8,3,"UNIDENTIFIED FISHERY INTERACTION","SAN MATEO","CA","SI (PRORATE)","SINGLE BUOY AND ROPE AROUND BASE OF FLUKES, 'ROPES GOING DOWN' (PRESUMABLY TO DEPTH). WHALE WATCH CAPTAIN WAS WITH WHALE FOR 20 MINUTES, SAID ENTANGLEMENT LOOKED RECENT. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"509","UNKNOWN","MINKE WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,4,16,"DUNGENESS CRAB POT FISHERY (OREGON)","SAN DIEGO","CA","NSI","ONE LINE BRIDLED THROUGH THE MOUTH WITH 2 YELLOW BUOYS WITH GREEN BANDS, 1 LARGE BULLET BUOY TRAILING WHALE (ESTIMATE 100 FT OF LINE). RESCUE EFFORT RESULTED IN WHALE BEING DISENTANGLED, GEAR-FREE. WHALE OBSERVED SWIMMING AWAY. FISHERY IDENTIFIED BY RECOVERED TAG.","NSI","L3",0,"Y","N"
"510","DEAD","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2007,2,21,"VESSEL STRIKE","LANE","OR","DEAD","OBVIOUS EVIDENCE OF PROPELLER TRAUMA; DEEP GASH ON DORSAL SIDE, CAUDAL END OF BODY CUT OFF AT PEDUNCLE","DEAD","NA",1,"N","Y"
"511","RECOVERED","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2007,8,15,"VESSEL STRIKE","PACIFIC NW","WA","NSI","58 FOOT SABLEFISH LONGLINE VESSEL HIT WHALE AT IDLE SPEED. OBSERVER REPORTED NO EVIDENCE OF INJURY TO THE WHALE. DAY OF OBSERVATION WAS NOT PROVIDED BY OBSERVER PROGRAM, THUS, 'DAY' IS REPORTED AS '15TH', OR MIDPOINT OF MONTH.","NSI","L6C",0,"N","N"
"512","DEAD","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2008,2,1,"UNIDENTIFIED NET FISHERY","DEL NORTE","CA","DEAD","CARCASS; STOMACH CRAMMED WITH NETS OF DIFFERING TYPE","DEAD","NA",1,"Y","Y"
"513","DEAD","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2008,3,14,"GILLNET FISHERY","PACIFIC","WA","DEAD","APPEARED TO HAVE ENTANGLEMENT SCARS","DEAD","NA",1,"Y","Y"
"514","DEAD","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2008,3,15,"UNIDENTIFIED NET FISHERY","MARIN","CA","DEAD","CARCASS; STOMACH CRAMMED WITH NETS OF DIFFERING TYPE AND SEVERAL PLASTIC TARPS; ROPE MARKS ON PECTORAL FLIPPER","DEAD","NA",1,"Y","Y"
"515","RECOVERED","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2010,4,7,"OPEN ACCESS FIXED GEAR HOOK AND LINE","PACIFIC NW","OR","NSI","ONE OF TWO SPERM WHALES FEEDING ON CATCH OFF THE GROUNDLINE OF AN OA SABLEFISH VESSEL. VESSEL USED AIR HORN TO TRY AND DETER. DETERRENCE WAS NOT SUCCESSFUL. OBSERVER PROGRAM.","NSI","L3",0,"N","N"
"516","RECOVERED","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2010,4,7,"OPEN ACCESS FIXED GEAR HOOK AND LINE","PACIFIC NW","OR","NSI","ONE OF TWO SPERM WHALES FEEDING ON CATCH OFF THE GROUNDLINE OF AN OA SABLEFISH VESSEL. VESSEL USED AIR HORN TO TRY AND DETER. DETERRENCE WAS NOT SUCCESSFUL. OBSERVER PROGRAM.","NSI","L3",0,"N","N"
"517","DEAD","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2010,12,5,"CA SWORDFISH DRIFT GILLNET FISHERY","OFFSHORE SOUTHERN CA","CA","DEAD","ONE OF TWO WHALES ENTANGLED IN A SWORDFISH DRIFT GILLNET. THIS WHALE WAS DEAD. FISHERY OBSERVER INDICATED THAT THE SECOND WHALE WAS RELEASED WITH NETTING AND PHOTOS WERE TAKEN. PHOTOS OF THE INJURED WHALE SHOW AN ANIMAL ON ITS SIDE, NOT IN A NORMAL BREATHING OR SWIMMING POSTURE. OBSERVER PROGRAM","DEAD","NA",1,"Y","Y"
"518","DECLINE","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2010,12,5,"CA SWORDFISH DRIFT GILLNET FISHERY","OFFSHORE SOUTHERN CA","CA","SI","ONE OF TWO WHALES ENTANGLED IN A SWORDFISH DRIFT GILLNET. THIS WHALE WAS INJURED. FISHERY OBSERVER INDICATED THAT THE SECOND WHALE WAS RELEASED WITH NETTING AND PHOTOS WERE TAKEN. PHOTOS OF THE INJURED WHALE SHOW AN ANIMAL ON ITS SIDE, NOT IN A NORMAL BREATHING OR SWIMMING POSTURE. ORIGINAL CONFIGURATION OF GILLNET GEAR UNKNOWN ON INJURED WHALE, BUT ANIMAL WAS CLEARLY EXHIBITING AN ACUTE HEALTH DECLINE AS A RESULT OF THE ENTANGLEMENT. OBSERVER PROGRAM.","SI","L10",1,"Y","Y"
"519","DEAD","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2012,1,21,"VESSEL STRIKE","PACIFIC","WA","DEAD","SKULL SEVERELY FRACTURED; BACK APPEARED TO BE BROKEN; HEMORRHAGE AT HEAD AND RIGHT SCAPULA.","DEAD","NA",1,"N","Y"
"520","UNKNOWN","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2020,10,1,"UNIDENTIFIED FISHERY INTERACTION","VENTURA","CA","SI","JUVENILE SPERM WHALE PHOTOGRAPHED OFF SANTA CRUZ ISLAND. ENTANGLEMENT APPEARS TO MAINLY INVOLVE THE PEDUNCLE AND TAIL BUT IT IS POSSIBLE THAT THERE IS MORE LINE ON THE WHALE. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. THE GEAR APPEARS TO BE SOME THICKER GAUGE POLY PRO LINE LIKE BLUE SPECTRA AND IS WRAPPED AROUND THE PEDUNCLE AND DRAGGING BEHIND APPROX 10 FT OR SO. PHOTO OF PEDUNCLE UNDERWATER SHOWS LINE CUTTING INTO PEDUNCLE BELOW THE SKIN, WITH WHITISH WOUNDS VISIBLE AND MULTIPLE SCARS SURROUNDING THE WOUND. CONSTRICTING ENTANGLEMENT BASED ON LINE CUTTING INTO WHALE.","SI","L2",1,"N","Y"
"521","UNKNOWN","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,5,5,"LIMITED ENTRY SABLEFISH HOOK AND LINE","OFFSHORE","OR","NSI","FEEDING ON CATCH. NO EVIDENCE OF ENTANGLEMENT OR HOOKING. OBSERVER PROGRAM.","NSI","NA",0,"Y","N"
"522","UNKNOWN","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,5,5,"LIMITED ENTRY SABLEFISH HOOK AND LINE","OFFSHORE","OR","NSI","FEEDING ON CATCH. NO EVIDENCE OF ENTANGLEMENT OR HOOKING. OBSERVER PROGRAM.","NSI","NA",0,"Y","N"
"523","UNKNOWN","SPERM WHALE","CALIFORNIA - OREGON - WASHINGTON",2021,11,19,"LIMITED ENTRY SABLEFISH HOOK AND LINE","OFFSHORE","WA","NSI","FEEDING ON CATCH. NO EVIDENCE OF ENTANGLEMENT OR HOOKING. OBSERVER PROGRAM.","NSI","NA",0,"Y","N"
"524","UNKNOWN","UNIDENTIFIED WHALE","NA",2007,4,7,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN MATEO","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL TRAILING POT/TRAP GEAR. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. .","SI (PRORATE)","L10",0.75,"Y","Y"
"525","UNKNOWN","UNIDENTIFIED WHALE","NA",2007,6,14,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SANTA CRUZ","CA","SI","FREE-SWIMMING ANIMAL WITH MULTIPLE WRAPS (THREE) OF POT/TRAP GEAR AROUND TAIL STOCK, TRAILING 3 BUOYS; ACCOMPANIED BY SMALLER NON-ENTANGLED ANIMAL. ; FINAL STATUS UNKNOWN. MULTIPLE WRAPS OF GEAR INDICATE CONSTRICTING ENTANGLEMENT.","SI","L2",1,"Y","Y"
"526","UNKNOWN","UNIDENTIFIED WHALE","NA",2007,7,3,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","MENDOCINO","CA","NSI","FREE-SWIMMING ANIMAL TRAILING POT/TRAP GEAR. USCG REPORTED THAT ANIMAL FREED ITSELF FROM GEAR. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","NSI","L3",0,"N","N"
"527","UNKNOWN","UNIDENTIFIED WHALE","CALIFORNIA - OREGON - WASHINGTON",2007,7,10,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","ORANGE","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL WITH ""ROPES AND LOBSTER TRAPS STUCK ON IT"". SPECIFIC POT/TRAP FISHERY COULD NOT BE CONFIRMED. AMOUNT AND CONFIGURATION OF GEAR UNKNOWN. .  FINAL STATUS UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"528","UNKNOWN","UNIDENTIFIED WHALE","NA",2008,1,2,"VESSEL STRIKE","SAN FRANCISCO","CA","SI (PRORATE)","TUGBOAT COLLIDED WITH FREE-SWIMMING WHALE; FINAL STATUS OF ANIMAL UNKNOWN","SI (PRORATE)","L12",0.36,"N","Y"
"529","UNKNOWN","UNIDENTIFIED WHALE","NA",2008,8,18,"UNIDENTIFIED NET FISHERY","SAN FRANCISCO","CA","SI (PRORATE)","LIVE ANIMAL TRAILING UNIDENTIFIED NETTING. GEAR CONFIGURATION AND AMOUNT UNKNOWN. . FINAL STATUS UNKNOWN","SI (PRORATE)","L10",0.75,"Y","Y"
"530","UNKNOWN","UNIDENTIFIED WHALE","NA",2008,8,26,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SAN MATEO","CA","SI (PRORATE)","LIVE ANIMAL TRAILING TEN FEET OF POT/TRAP GEAR; . GEAR CONFIGURATION AND AMOUNT UNKNOWN. FINAL STATUS UNKNOWN","SI (PRORATE)","L10",0.75,"Y","Y"
"531","UNKNOWN","UNIDENTIFIED WHALE","NA",2008,9,1,"DUNGENESS CRAB POT FISHERY (CALIFORNIA)","VENTURA","CA","SI (PRORATE)","LIVE ANIMAL TRAILING 100 FEET OF LINE WITH BUOY; GEAR TYPE CONFIRMED BY OWNER OF GEAR. NON-FATAL INJURY. APPROXIMATELY 6 HOURS FOLLOWING THE FIRST REPORT OF THE ENTANGLEMENT, GEAR WASHED UP ON THE BEACH; BUT CANNOT CONFIRM THAT WHALE FREED ITSELF FROM ALL GEAR.","SI (PRORATE)","L10",0.75,"Y","Y"
"532","UNKNOWN","UNIDENTIFIED WHALE","NA",2008,12,7,"VESSEL STRIKE","LOS ANGELES","CA","SI","CATALINA EXPRESS (TRANSPORT VESSEL, 97 FEET LONG, TRAVELING AT 25 KNOTS) COLLIDED WITH FREE-SWIMMING WHALE.  ANIMAL APPEARED TO SWIM AWAY IN NORMAL FASHION; FINAL STATUS UNKNOWN","SI","L6A",1,"N","Y"
"533","UNKNOWN","UNIDENTIFIED WHALE","NA",2009,3,19,"UNIDENTIFIED FISHERY INTERACTION","MENDOCINO","CA","SI (PRORATE)","FREE-SWIMMING ANIMAL TRAILING UNIDENTIFIED FISHING GEAR, DESCRIBED AS ENTANGLED IN BUOYS AND NETS. GEAR CONFIGURATION AND AMOUNT UNKNOWN. REPORT RECEIVED VIA PRIVATE CITIZEN. USCG CONDUCTED AERIAL SURVEY OF AREA BUT DID NOT RELOCATE. FINAL STATUS UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"534","UNKNOWN","UNIDENTIFIED WHALE","NA",2009,7,12,"UNIDENTIFIED NET FISHERY","LOS ANGELES","CA","SI","FREE-SWIMMING ANIMAL TRAILING UNIDENTIFIED NET GEAR AND BUOYS; REPORT RECEIVED VIA USCG, ANIMAL DESCRIBED AS BLUE WHALE. FINAL STATUS UNKNOWN","SI","L10",0.75,"Y","Y"
"535","UNKNOWN","UNIDENTIFIED WHALE","NA",2010,3,24,"UNIDENTIFIED FISHERY INTERACTION","SONOMA","CA","SI","TRAILING 30 FEET OF TRAILING LINE AND 2 GREEN AND WHITE BUOYS; UNIDENTIFIED FISHERY. FREE-SWIMMING ENTANGLED WHALE REPORTED BY MEMBER OF PUBLIC; FINAL STATUS UNKNOWN. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI","L10",0.75,"Y","Y"
"536","UNKNOWN","UNIDENTIFIED WHALE","NA",2010,3,29,"VESSEL STRIKE","LOS ANGELES","CA","SI","COMMERCIAL ISLAND PASSENGER TRANSPORT CATAMARAN VESSEL, 37 METERS LONG DOING 28 KNOTS, COLLIDED WITH FREE-SWIMMING ANIMAL. COLLISION DISLODGED VESSEL'S STARBOARD T-FOIL; FINAL STATUS UNKNOWN","SI","L6A",1,"N","Y"
"537","UNKNOWN","UNIDENTIFIED WHALE","NA",2010,5,2,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","SI (PRORATE)","ANIMAL ENTANGLED IN ROPE AND THRASHING AT SURFACE. FINAL STATUS UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"538","UNKNOWN","UNIDENTIFIED WHALE","NA",2010,7,6,"UNIDENTIFIED FISHERY INTERACTION","SANTA BARBARA","CA","SI (PRORATE)","ANIMAL TRAILING NET-LIKE MATERIAL; SIGHTING REPORTED BY OIL PLATFORM WORKERS, FREE-SWIMMING.  GEAR AMOUNT, CONFIGURATION, AND FINAL STATUS UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"539","UNKNOWN","UNIDENTIFIED WHALE","NA",2010,10,9,"UNIDENTIFIED FISHERY INTERACTION","SAN FRANCISCO","CA","SI (PRORATE)","TRAILING ORANGE BUOY. WHALE SIGHTED FROM SHORE USING BINOCULARS. APPEARED TO BE FREE-SWIMMING AND DIVING. NO RESIGHTS. GEAR CONFIGURATION, AMOUNT AND FINAL STATUS UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"540","UNKNOWN","UNIDENTIFIED WHALE","NA",2011,7,16,"UNIDENTIFIED FISHERY INTERACTION","MONTEREY","CA","SI (PRORATE)","FREE-SWIMMING ENTANGLED WHALE. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"541","UNKNOWN","UNIDENTIFIED WHALE","NA",2011,9,5,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","LINCOLN","OR","SI (PRORATE)","ENTANGLED LARGE WHALE ABOUT 6 NM NW OF YAQUINA BAY. IT WAS OBSERVED BY FISHERMAN WHO LOST SIGHT OF IT IN FOG AND INCREASINGLY CHOPPY SEAS; REPORTED SEEING A LARGE WHALE (FLUKES ABOUT 6-7 FEET WIDE) WITH TWO BUOYS ATTACHED TO IT: ONE RED AND WHITE NEAR ANIMAL'S MID-SECTION AND ONE WHITISH CLOSER TO THE TAIL OR DORSAL ""RIDGE"" AREA; ANIMAL WAS SEEN DIVING (WITH FLUKES UP) AND THEN REAPPEARING JUST BELOW THE SURFACE. GEAR AMOUNT AND CONFIGURATION UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"542","UNKNOWN","UNIDENTIFIED WHALE","NA",2012,6,24,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","SONOMA","CA","SI (PRORATE)","SECOND-HAND REPORT FROM USCG OF A WHALE ENTANGLED IN FISHING GEAR. CONFIGURATION AND AMOUNT OF GEAR UNKNOWN.","SI (PRORATE)","L10",0.75,"Y","Y"
"543","UNKNOWN","UNIDENTIFIED WHALE","NA",2012,8,16,"VESSEL STRIKE","LOS ANGELES","CA","SI","CAPTAIN REPORT OF VESSEL STRIKE; CAPTAIN SAW SPOUTS AND TOOK VESSEL OFF AUTOPILOT TO ATTEMPT TO DIVERT AROUND THE WHALES; FELT A ""NUDGE""; PASSENGER REPORTED SEEING THE WHALE POP UP AND RUN INTO THE SIDE OF THE VESSEL; 2ND OPERATOR SAW WHALE IN THE WAKE OF THE VESSEL. DIVER EXAMINATION OF THE VESSEL HULL SHOWED NO SIGNS OF IMPACT OR DAMAGE. THIS WAS THE FERRY ROUTE BETWEEN CATALINA AND LONG BEACH, TYPICALLY VESSELS ARE >65FT AND TRAVEL IN EXCESS OF >10 KTS.","SI","L6A",1,"N","Y"
"544","UNKNOWN","UNIDENTIFIED WHALE","NA",2013,8,23,"UNIDENTIFIED NET FISHERY","CURRY","OR","SI (PRORATE)","REPORTEDLY HAD NET WRAPPED AROUND TAIL; 10-20 FEET OF MATERIAL TRAILING BELOW; SEVERAL FIST-SIZED WHITE BUOYS ATTACHED SPENDING ALL TIME AT SURFACE NOT BLOWING MUCH. LATER REPORTED OFFSHORE OF 3310 NESIKA BEACH ROAD 42.50 -124.42. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
"545","UNKNOWN","UNIDENTIFIED WHALE","NA",2014,3,4,"UNIDENTIFIED POT/TRAP FISHERY ENTANGLEMENT","TILLAMOOK","OR","SI (PRORATE)","REPORTED BY COMMERCIAL FISHERMAN, A 25' ""HUMPBACK"" WHALE WITH ""KING CRAB"" RED POLY BUOY WRAPPED AROUND TAIL AND TRAILING BUOY ATTACHED TO HEAD; FISHERMAN TRIED TO CUT LINE WITH KNIFE ON END OF POLE BUT THE WHALE WAS TOO ACTIVE; WAS SWIMMING AND DIVING, HEADING IN SOUTHWARD DIRECTION, SEA STATE DETERIORATING WTH APPROACHING STORM SYSTEM. SPECIES ID NOT CONFIRMED. GEAR CONFIGURATION AND AMOUNT UNKNOWN.","SI (PRORATE)","L10",0.75,"N","Y"
